Hospital_Name,Hospital_Type,Address,contact,Specialities
Alpha Super Speciality Hospital,Corporate,"Hyderabad, Charminar, GHMC",Kareemunnisa Begum (8464820013),S4 - Gynaecology And Obstetrics Surgery
Alpha Super Speciality Hospital,Corporate,"Hyderabad, Charminar, GHMC",Kareemunnisa Begum (8464820013),S5 - Orthopedic Surgery And Procedures
Alpha Super Speciality Hospital,Corporate,"Hyderabad, Charminar, GHMC",Kareemunnisa Begum (8464820013),S6 - Surgical Gastro Enterology
Alpha Super Speciality Hospital,Corporate,"Hyderabad, Charminar, GHMC",Kareemunnisa Begum (8464820013),S8 - Pediatric Surgeries
Alpha Super Speciality Hospital,Corporate,"Hyderabad, Charminar, GHMC",Kareemunnisa Begum (8464820013),S9 - Genito Urinary Surgeries
Alpha Super Speciality Hospital,Corporate,"Hyderabad, Charminar, GHMC",Kareemunnisa Begum (8464820013),S10 - Neurosurgery
Alpha Super Speciality Hospital,Corporate,"Hyderabad, Charminar, GHMC",Kareemunnisa Begum (8464820013),S14 - Plastic Surgery
Alpha Super Speciality Hospital,Corporate,"Hyderabad, Charminar, GHMC",Kareemunnisa Begum (8464820013),S15 - Poly Trauma
Alpha Super Speciality Hospital,Corporate,"Hyderabad, Charminar, GHMC",Kareemunnisa Begum (8464820013),M1 - Critical Care
Alpha Super Speciality Hospital,Corporate,"Hyderabad, Charminar, GHMC",Kareemunnisa Begum (8464820013),M2 - General Medicine
Alpha Super Speciality Hospital,Corporate,"Hyderabad, Charminar, GHMC",Kareemunnisa Begum (8464820013),M4 - Pediatrics
Alpha Super Speciality Hospital,Corporate,"Hyderabad, Charminar, GHMC",Kareemunnisa Begum (8464820013),M5 - Cardiology
Alpha Super Speciality Hospital,Corporate,"Hyderabad, Charminar, GHMC",Kareemunnisa Begum (8464820013),M6 - Nephrology
Alpha Super Speciality Hospital,Corporate,"Hyderabad, Charminar, GHMC",Kareemunnisa Begum (8464820013),M7 - Neurology
Alpha Super Speciality Hospital,Corporate,"Hyderabad, Charminar, GHMC",Kareemunnisa Begum (8464820013),M8 - Pulmonology
Alpha Super Speciality Hospital,Corporate,"Hyderabad, Charminar, GHMC",Kareemunnisa Begum (8464820013),M11 - Endocrinology
Alpha Super Speciality Hospital,Corporate,"Hyderabad, Charminar, GHMC",Kareemunnisa Begum (8464820013),M12 - Gastroenterology
Amrutha Nursing Home,Corporate,"Karimnagar, Karimnagar, Karimnagar",Kondu Neeraja (7893372438),S1 - General Surgery
Amrutha Nursing Home,Corporate,"Karimnagar, Karimnagar, Karimnagar",Kondu Neeraja (7893372438),S4 - Gynaecology And Obstetrics Surgery
Amrutha Nursing Home,Corporate,"Karimnagar, Karimnagar, Karimnagar",Kondu Neeraja (7893372438),S5 - Orthopedic Surgery And Procedures
Amrutha Nursing Home,Corporate,"Karimnagar, Karimnagar, Karimnagar",Kondu Neeraja (7893372438),S9 - Genito Urinary Surgeries
Amrutha Nursing Home,Corporate,"Karimnagar, Karimnagar, Karimnagar",Kondu Neeraja (7893372438),S15 - Poly Trauma
Amrutha Childrens Nursing Home,Corporate,"Hanamkonda, Hanamkonda, Warangal",Kanthula Raju (9492726550),S8 - Pediatric Surgeries
Amrutha Childrens Nursing Home,Corporate,"Hanamkonda, Hanamkonda, Warangal",Kanthula Raju (9492726550),M4 - Pediatrics
Apollo Hospitals Secunderabad,Corporate,"Hyderabad, Secunderabad, GHMC",N. Ramadevi (7893517745),S1 - General Surgery
Apollo Hospitals Secunderabad,Corporate,"Hyderabad, Secunderabad, GHMC",Sarola Prameela (7386932098),S5 - Orthopedic Surgery And Procedures
Apollo Hospitals Secunderabad,Corporate,"Hyderabad, Secunderabad, GHMC",Sarola Prameela (7386932098),S6 - Surgical Gastro Enterology
Apollo Hospitals Secunderabad,Corporate,"Hyderabad, Secunderabad, GHMC",Sarola Prameela (7386932098),S7 - Cardiac And Cardiothoracic Surgery
Apollo Hospitals Secunderabad,Corporate,"Hyderabad, Secunderabad, GHMC",Sarola Prameela (7386932098),S9 - Genito Urinary Surgeries
Apollo Hospitals Secunderabad,Corporate,"Hyderabad, Secunderabad, GHMC",Sarola Prameela (7386932098),S10 - Neurosurgery
Apollo Hospitals Secunderabad,Corporate,"Hyderabad, Secunderabad, GHMC",Sarola Prameela (7386932098),S14 - Plastic Surgery
Apollo Hospitals Secunderabad,Corporate,"Hyderabad, Secunderabad, GHMC",Sarola Prameela (7386932098),S15 - Poly Trauma
Apollo Hospitals Secunderabad,Corporate,"Hyderabad, Secunderabad, GHMC",Sarola Prameela (7386932098),M1 - Critical Care
Apollo Hospitals Secunderabad,Corporate,"Hyderabad, Secunderabad, GHMC",Sarola Prameela (7386932098),M2 - General Medicine
Apollo Hospitals Secunderabad,Corporate,"Hyderabad, Secunderabad, GHMC",Sarola Prameela (7386932098),M5 - Cardiology
Apollo Hospitals Secunderabad,Corporate,"Hyderabad, Secunderabad, GHMC",Sarola Prameela (7386932098),M6 - Nephrology
Apollo Hospitals Secunderabad,Corporate,"Hyderabad, Secunderabad, GHMC",Sarola Prameela (7386932098),M7 - Neurology
Apollo Hospitals Secunderabad,Corporate,"Hyderabad, Secunderabad, GHMC",Sarola Prameela (7386932098),M12 - Gastroenterology
Apollo Hospitals Enterprises Ltd Jubilee Hills,Corporate,"Hyderabad, Shaikpet, GHMC",P.Venkata Laxmi (9290506300),S7 - Cardiac And Cardiothoracic Surgery
Apollo Hospitals Enterprises Ltd Jubilee Hills,Corporate,"Hyderabad, Shaikpet, GHMC",P.Venkata Laxmi (9290506300),S11 - Surgical Oncology
Apollo Hospitals Enterprises Ltd Jubilee Hills,Corporate,"Hyderabad, Shaikpet, GHMC",P.Venkata Laxmi (9290506300),S16 - Cochlear Implant Surgery
Apollo Hospitals Enterprises Ltd Jubilee Hills,Corporate,"Hyderabad, Shaikpet, GHMC",P.Venkata Laxmi (9290506300),M5 - Cardiology
Apollo Hospitals Enterprises Ltd Jubilee Hills,Corporate,"Hyderabad, Shaikpet, GHMC",P.Venkata Laxmi (9290506300),S19 - Organ Transplantation Surgery
Apollo Hospitals Enterprises Ltd Jubilee Hills,Corporate,"Hyderabad, Shaikpet, GHMC",P.Venkata Laxmi (9290506300),M15 - Medical Oncology
Apollo Hospitals Enterprises Ltd Jubilee Hills,Corporate,"Hyderabad, Shaikpet, GHMC",P.Venkata Laxmi (9290506300),M16 - Radiation Oncology
Apollo Reach Hospital,Corporate,"Karimnagar, Karimnagar, Karimnagar",Mende Devender (9573262574),S1 - General Surgery
Apollo Reach Hospital,Corporate,"Karimnagar, Karimnagar, Karimnagar",Thirumalesh (9959262318),S5 - Orthopedic Surgery And Procedures
Apollo Reach Hospital,Corporate,"Karimnagar, Karimnagar, Karimnagar",K.Raju (9441196389),S6 - Surgical Gastro Enterology
Apollo Reach Hospital,Corporate,"Karimnagar, Karimnagar, Karimnagar",K.Raju (9441196389),S7 - Cardiac And Cardiothoracic Surgery
Apollo Reach Hospital,Corporate,"Karimnagar, Karimnagar, Karimnagar",K.Raju (9441196389),S9 - Genito Urinary Surgeries
Apollo Reach Hospital,Corporate,"Karimnagar, Karimnagar, Karimnagar",K.Raju (9441196389),S10 - Neurosurgery
Apollo Reach Hospital,Corporate,"Karimnagar, Karimnagar, Karimnagar",K.Raju (9441196389),S15 - Poly Trauma
Apollo Reach Hospital,Corporate,"Karimnagar, Karimnagar, Karimnagar",K.Raju (9441196389),S17 - Prostheses
Apollo Reach Hospital,Corporate,"Karimnagar, Karimnagar, Karimnagar",K.Raju (9441196389),M1 - Critical Care
Apollo Reach Hospital,Corporate,"Karimnagar, Karimnagar, Karimnagar",K.Raju (9441196389),M2 - General Medicine
Apollo Reach Hospital,Corporate,"Karimnagar, Karimnagar, Karimnagar",K.Raju (9441196389),M3 - Infectious Diseases
Apollo Reach Hospital,Corporate,"Karimnagar, Karimnagar, Karimnagar",K.Raju (9441196389),M5 - Cardiology
Apollo Reach Hospital,Corporate,"Karimnagar, Karimnagar, Karimnagar",K.Raju (9441196389),M6 - Nephrology
Apollo Reach Hospital,Corporate,"Karimnagar, Karimnagar, Karimnagar",K.Raju (9441196389),M7 - Neurology
Apollo Reach Hospital,Corporate,"Karimnagar, Karimnagar, Karimnagar",K.Raju (9441196389),M12 - Gastroenterology
Aradhana Nursing Home,Corporate,"Nirmal, Bhainsa, Bhainsa",Karem.Anasuya (8333816516),S5 - Orthopedic Surgery And Procedures
Aradhana Nursing Home,Corporate,"Nirmal, Bhainsa, Bhainsa",Karem.Anasuya (8333816516),S15 - Poly Trauma
Area Hospital - Achampet,Government-TVVP,"Nagarkurnool, Achampeta, ACHAMPET",J.Balnarayana (8978127220),S1 - General Surgery
Area Hospital - Achampet,Government-TVVP,"Nagarkurnool, Achampeta, ACHAMPET",Jayamma (9963376339),S3 - Ophthalmology Surgery
Area Hospital - Achampet,Government-TVVP,"Nagarkurnool, Achampeta, ACHAMPET",Malle Parashuramulu (9705360766),S4 - Gynaecology And Obstetrics Surgery
Area Hospital - Achampet,Government-TVVP,"Nagarkurnool, Achampeta, ACHAMPET",Malle Parashuramulu (9705360766),S5 - Orthopedic Surgery And Procedures
Area Hospital - Achampet,Government-TVVP,"Nagarkurnool, Achampeta, ACHAMPET",Malle Parashuramulu (9705360766),M1 - Critical Care
Area Hospital - Achampet,Government-TVVP,"Nagarkurnool, Achampeta, ACHAMPET",Malle Parashuramulu (9705360766),M2 - General Medicine
Area Hospital - Achampet,Government-TVVP,"Nagarkurnool, Achampeta, ACHAMPET",Malle Parashuramulu (9705360766),M3 - Infectious Diseases
Area Hospital - Achampet,Government-TVVP,"Nagarkurnool, Achampeta, ACHAMPET",Malle Parashuramulu (9705360766),M4 - Pediatrics
Area Hospital - Alampur,Government-TVVP,"Jogulamba, Alampur, Alampur",A.Bharathi (8498039166),S1 - General Surgery
Area Hospital - Alampur,Government-TVVP,"Jogulamba, Alampur, Alampur",Shamanthkamani (9502983974),S3 - Ophthalmology Surgery
Area Hospital - Alampur,Government-TVVP,"Jogulamba, Alampur, Alampur",Ayyanna (8985801637),S4 - Gynaecology And Obstetrics Surgery
Area Hospital - Alampur,Government-TVVP,"Jogulamba, Alampur, Alampur",Rajendra Prasad (9963037905),S5 - Orthopedic Surgery And Procedures
Area Hospital - Alampur,Government-TVVP,"Jogulamba, Alampur, Alampur",Rajendra Prasad (9963037905),M1 - Critical Care
Area Hospital - Alampur,Government-TVVP,"Jogulamba, Alampur, Alampur",Rajendra Prasad (9963037905),M2 - General Medicine
Area Hospital - Alampur,Government-TVVP,"Jogulamba, Alampur, Alampur",Rajendra Prasad (9963037905),M3 - Infectious Diseases
Area Hospital - Alampur,Government-TVVP,"Jogulamba, Alampur, Alampur",Rajendra Prasad (9963037905),M4 - Pediatrics
Area Hospital - Armur,Government-TVVP,"Nizamabad, Armur, ARMOOR",J Mani Kumar(8125164317),S1 - General Surgery
Area Hospital - Armur,Government-TVVP,"Nizamabad, Armur, ARMOOR",J Mani Kumar(8125164317),S3 - Ophthalmology Surgery
Area Hospital - Armur,Government-TVVP,"Nizamabad, Armur, ARMOOR",J Mani Kumar(8125164317),S4 - Gynaecology And Obstetrics Surgery
Area Hospital - Armur,Government-TVVP,"Nizamabad, Armur, ARMOOR",J Mani Kumar(8125164317),S5 - Orthopedic Surgery And Procedures
Area Hospital - Armur,Government-TVVP,"Nizamabad, Armur, ARMOOR",J Mani Kumar(8125164317),M1 - Critical Care
Area Hospital - Armur,Government-TVVP,"Nizamabad, Armur, ARMOOR",J Mani Kumar(8125164317),M2 - General Medicine
Area Hospital - Armur,Government-TVVP,"Nizamabad, Armur, ARMOOR",J Mani Kumar(8125164317),M3 - Infectious Diseases
Area Hospital - Armur,Government-TVVP,"Nizamabad, Armur, ARMOOR",J Mani Kumar(8125164317),M4 - Pediatrics
Area Hospital - Ashwaraopeta,Government-TVVP,"Badradri, Aswaraopeta, -",Vemu.Mohan Rao (9912685229),S1 - General Surgery
Area Hospital - Ashwaraopeta,Government-TVVP,"Badradri, Aswaraopeta, -",Seelam.Sujatha (9640883628),S3 - Ophthalmology Surgery
Area Hospital - Ashwaraopeta,Government-TVVP,"Badradri, Aswaraopeta, -",Neelapala.Nageswaramma (9492132496),S4 - Gynaecology And Obstetrics Surgery
Area Hospital - Ashwaraopeta,Government-TVVP,"Badradri, Aswaraopeta, -",Neelapala.Nageswaramma (9492132496),S5 - Orthopedic Surgery And Procedures
Area Hospital - Ashwaraopeta,Government-TVVP,"Badradri, Aswaraopeta, -",Neelapala.Nageswaramma (9492132496),M1 - Critical Care
Area Hospital - Ashwaraopeta,Government-TVVP,"Badradri, Aswaraopeta, -",Neelapala.Nageswaramma (9492132496),M2 - General Medicine
Area Hospital - Ashwaraopeta,Government-TVVP,"Badradri, Aswaraopeta, -",Neelapala.Nageswaramma (9492132496),M3 - Infectious Diseases
Area Hospital - Ashwaraopeta,Government-TVVP,"Badradri, Aswaraopeta, -",Neelapala.Nageswaramma (9492132496),M4 - Pediatrics
Area Hospital - Badepally,Government-TVVP,"Mahabubnagar, Jadcherla, jadcherla",G.Raghuramulu (9948705008),S1 - General Surgery
Area Hospital - Badepally,Government-TVVP,"Mahabubnagar, Jadcherla, jadcherla",Vijayalaxmi (8499891635),S3 - Ophthalmology Surgery
Area Hospital - Badepally,Government-TVVP,"Mahabubnagar, Jadcherla, jadcherla",K.Vijaya Lakshmi(9573352316),S4 - Gynaecology And Obstetrics Surgery
Area Hospital - Badepally,Government-TVVP,"Mahabubnagar, Jadcherla, jadcherla",K.Vijaya Lakshmi(9573352316),S5 - Orthopedic Surgery And Procedures
Area Hospital - Badepally,Government-TVVP,"Mahabubnagar, Jadcherla, jadcherla",K.Vijaya Lakshmi(9573352316),M1 - Critical Care
Area Hospital - Badepally,Government-TVVP,"Mahabubnagar, Jadcherla, jadcherla",K.Vijaya Lakshmi(9573352316),M2 - General Medicine
Area Hospital - Badepally,Government-TVVP,"Mahabubnagar, Jadcherla, jadcherla",K.Vijaya Lakshmi(9573352316),M3 - Infectious Diseases
Area Hospital - Badepally,Government-TVVP,"Mahabubnagar, Jadcherla, jadcherla",K.Vijaya Lakshmi(9573352316),M4 - Pediatrics
Area Hospital - Bandlaguda,Government-TVVP,"Hyderabad, Bandlaguda, GHMC",Dr A Jhansi Rani (7989310844),S1 - General Surgery
Area Hospital - Bandlaguda,Government-TVVP,"Hyderabad, Bandlaguda, GHMC",Dr A Jhansi Rani (7989310844),S3 - Ophthalmology Surgery
Area Hospital - Bandlaguda,Government-TVVP,"Hyderabad, Bandlaguda, GHMC",Dr A Jhansi Rani (7989310844),S4 - Gynaecology And Obstetrics Surgery
Area Hospital - Bandlaguda,Government-TVVP,"Hyderabad, Bandlaguda, GHMC",Dr A Jhansi Rani (7989310844),S5 - Orthopedic Surgery And Procedures
Area Hospital - Bandlaguda,Government-TVVP,"Hyderabad, Bandlaguda, GHMC",Dr A Jhansi Rani (7989310844),M1 - Critical Care
Area Hospital - Bandlaguda,Government-TVVP,"Hyderabad, Bandlaguda, GHMC",Dr A Jhansi Rani (7989310844),M2 - General Medicine
Area Hospital - Bandlaguda,Government-TVVP,"Hyderabad, Bandlaguda, GHMC",Dr A Jhansi Rani (7989310844),M3 - Infectious Diseases
Area Hospital - Bandlaguda,Government-TVVP,"Hyderabad, Bandlaguda, GHMC",Dr A Jhansi Rani (7989310844),M4 - Pediatrics
Area Hospital - Banswada,Government-TVVP,"Kamareddy, Banswada, Banswada",Thota Vinoda (9494714172),S1 - General Surgery
Area Hospital - Banswada,Government-TVVP,"Kamareddy, Banswada, Banswada",Bingi Padma (9951529987),S3 - Ophthalmology Surgery
Area Hospital - Banswada,Government-TVVP,"Kamareddy, Banswada, Banswada",Gonekar Surekha (9505321305),S4 - Gynaecology And Obstetrics Surgery
Area Hospital - Banswada,Government-TVVP,"Kamareddy, Banswada, Banswada",Jangili Sudheer Kumar (9492480923),S5 - Orthopedic Surgery And Procedures
Area Hospital - Banswada,Government-TVVP,"Kamareddy, Banswada, Banswada",Jangili Sudheer Kumar (9492480923),M1 - Critical Care
Area Hospital - Banswada,Government-TVVP,"Kamareddy, Banswada, Banswada",Jangili Sudheer Kumar (9492480923),M2 - General Medicine
Area Hospital - Banswada,Government-TVVP,"Kamareddy, Banswada, Banswada",Jangili Sudheer Kumar (9492480923),M3 - Infectious Diseases
Area Hospital - Banswada,Government-TVVP,"Kamareddy, Banswada, Banswada",Jangili Sudheer Kumar (9492480923),M4 - Pediatrics
Area Hospital - Bellampally,Government-TVVP,"Mancherial, Bellampally, Bellampalli",Gorlapalli Ramadevi (9963989549),S1 - General Surgery
Area Hospital - Bellampally,Government-TVVP,"Mancherial, Bellampally, Bellampalli",Garlapally Malathi (8309419612),S3 - Ophthalmology Surgery
Area Hospital - Bellampally,Government-TVVP,"Mancherial, Bellampally, Bellampalli",Miriyala.Kavitha (7816089447),S4 - Gynaecology And Obstetrics Surgery
Area Hospital - Bellampally,Government-TVVP,"Mancherial, Bellampally, Bellampalli",Miriyala.Kavitha (7816089447),S5 - Orthopedic Surgery And Procedures
Area Hospital - Bellampally,Government-TVVP,"Mancherial, Bellampally, Bellampalli",Miriyala.Kavitha (7816089447),M1 - Critical Care
Area Hospital - Bellampally,Government-TVVP,"Mancherial, Bellampally, Bellampalli",Miriyala.Kavitha (7816089447),M2 - General Medicine
Area Hospital - Bellampally,Government-TVVP,"Mancherial, Bellampally, Bellampalli",Miriyala.Kavitha (7816089447),M3 - Infectious Diseases
Area Hospital - Bellampally,Government-TVVP,"Mancherial, Bellampally, Bellampalli",Miriyala.Kavitha (7816089447),M4 - Pediatrics
Area Hospital - Bhadrachalam,Government-TVVP,"Badradri, Bhadrachalam, -",Md.Sabeer Pasha (9959041781),S1 - General Surgery
Area Hospital - Bhadrachalam,Government-TVVP,"Badradri, Bhadrachalam, -",Madakam.Chirumappa (9951571973),S3 - Ophthalmology Surgery
Area Hospital - Bhadrachalam,Government-TVVP,"Badradri, Bhadrachalam, -",Peddim.Mutyala Rao (9542102568),S4 - Gynaecology And Obstetrics Surgery
Area Hospital - Bhadrachalam,Government-TVVP,"Badradri, Bhadrachalam, -",Peddim.Mutyala Rao (9542102568),S5 - Orthopedic Surgery And Procedures
Area Hospital - Bhadrachalam,Government-TVVP,"Badradri, Bhadrachalam, -",Peddim.Mutyala Rao (9542102568),M1 - Critical Care
Area Hospital - Bhadrachalam,Government-TVVP,"Badradri, Bhadrachalam, -",Peddim.Mutyala Rao (9542102568),M2 - General Medicine
Area Hospital - Bhadrachalam,Government-TVVP,"Badradri, Bhadrachalam, -",Peddim.Mutyala Rao (9542102568),M3 - Infectious Diseases
Area Hospital - Bhadrachalam,Government-TVVP,"Badradri, Bhadrachalam, -",Peddim.Mutyala Rao (9542102568),M4 - Pediatrics
Area Hospital - Bhainsa,Government-TVVP,"Nirmal, Bhainsa, Bhainsa",Gatupalli Swapna (6302605520),S1 - General Surgery
Area Hospital - Bhainsa,Government-TVVP,"Nirmal, Bhainsa, Bhainsa",Bombothula.Devalatha (9542628607),S3 - Ophthalmology Surgery
Area Hospital - Bhainsa,Government-TVVP,"Nirmal, Bhainsa, Bhainsa",Bombothula.Devalatha (9542628607),S4 - Gynaecology And Obstetrics Surgery
Area Hospital - Bhainsa,Government-TVVP,"Nirmal, Bhainsa, Bhainsa",Bombothula.Devalatha (9542628607),S5 - Orthopedic Surgery And Procedures
Area Hospital - Bhainsa,Government-TVVP,"Nirmal, Bhainsa, Bhainsa",Bombothula.Devalatha (9542628607),M1 - Critical Care
Area Hospital - Bhainsa,Government-TVVP,"Nirmal, Bhainsa, Bhainsa",Bombothula.Devalatha (9542628607),M2 - General Medicine
Area Hospital - Bhainsa,Government-TVVP,"Nirmal, Bhainsa, Bhainsa",Bombothula.Devalatha (9542628607),M3 - Infectious Diseases
Area Hospital - Bhainsa,Government-TVVP,"Nirmal, Bhainsa, Bhainsa",Bombothula.Devalatha (9542628607),M4 - Pediatrics
Area Hospital - Bheemgal,Government-TVVP,"Nizamabad, Bheemgal, Bheemgal",Dr G Sucharita (6303568454),S1 - General Surgery
Area Hospital - Bheemgal,Government-TVVP,"Nizamabad, Bheemgal, Bheemgal",Dr G Sucharita (6303568454),S3 - Ophthalmology Surgery
Area Hospital - Bheemgal,Government-TVVP,"Nizamabad, Bheemgal, Bheemgal",Dr G Sucharita (6303568454),S4 - Gynaecology And Obstetrics Surgery
Area Hospital - Bheemgal,Government-TVVP,"Nizamabad, Bheemgal, Bheemgal",Dr G Sucharita (6303568454),S5 - Orthopedic Surgery And Procedures
Area Hospital - Bheemgal,Government-TVVP,"Nizamabad, Bheemgal, Bheemgal",Dr G Sucharita (6303568454),M1 - Critical Care
Area Hospital - Bheemgal,Government-TVVP,"Nizamabad, Bheemgal, Bheemgal",Dr G Sucharita (6303568454),M2 - General Medicine
Area Hospital - Bheemgal,Government-TVVP,"Nizamabad, Bheemgal, Bheemgal",Dr G Sucharita (6303568454),M3 - Infectious Diseases
Area Hospital - Bheemgal,Government-TVVP,"Nizamabad, Bheemgal, Bheemgal",Dr G Sucharita (6303568454),M4 - Pediatrics
Area Hospital - Bichkunda,Government-TVVP,"Kamareddy, Bichkunda, -",Gonekar Surekha (9505321305),S1 - General Surgery
Area Hospital - Bichkunda,Government-TVVP,"Kamareddy, Bichkunda, -",Jadav Santosh (8790492542),S3 - Ophthalmology Surgery
Area Hospital - Bichkunda,Government-TVVP,"Kamareddy, Bichkunda, -",Jadav Santosh (8790492542),S4 - Gynaecology And Obstetrics Surgery
Area Hospital - Bichkunda,Government-TVVP,"Kamareddy, Bichkunda, -",Jadav Santosh (8790492542),S5 - Orthopedic Surgery And Procedures
Area Hospital - Bichkunda,Government-TVVP,"Kamareddy, Bichkunda, -",Jadav Santosh (8790492542),M1 - Critical Care
Area Hospital - Bichkunda,Government-TVVP,"Kamareddy, Bichkunda, -",Jadav Santosh (8790492542),M2 - General Medicine
Area Hospital - Bichkunda,Government-TVVP,"Kamareddy, Bichkunda, -",Jadav Santosh (8790492542),M3 - Infectious Diseases
Area Hospital - Bichkunda,Government-TVVP,"Kamareddy, Bichkunda, -",Jadav Santosh (8790492542),M4 - Pediatrics
Area Hospital - Boath,Government-TVVP,"Adilabad, Boath, -",Prashanth Marri (9703318302),S1 - General Surgery
Area Hospital - Boath,Government-TVVP,"Adilabad, Boath, -",Jadhava Dharam Singh (9440832422),S3 - Ophthalmology Surgery
Area Hospital - Boath,Government-TVVP,"Adilabad, Boath, -",Pamula.Dattu (9949193522),S4 - Gynaecology And Obstetrics Surgery
Area Hospital - Boath,Government-TVVP,"Adilabad, Boath, -",Smt.Mamilla Gangamani(8919336681),S5 - Orthopedic Surgery And Procedures
Area Hospital - Boath,Government-TVVP,"Adilabad, Boath, -",Smt.Mamilla Gangamani(8919336681),M1 - Critical Care
Area Hospital - Boath,Government-TVVP,"Adilabad, Boath, -",Smt.Mamilla Gangamani(8919336681),M2 - General Medicine
Area Hospital - Boath,Government-TVVP,"Adilabad, Boath, -",Smt.Mamilla Gangamani(8919336681),M3 - Infectious Diseases
Area Hospital - Boath,Government-TVVP,"Adilabad, Boath, -",Smt.Mamilla Gangamani(8919336681),M4 - Pediatrics
Area Hospital - Bodhan,Government-TVVP,"Nizamabad, Bodhan, BODHAN",G Srinivas (9912633841),S1 - General Surgery
Area Hospital - Bodhan,Government-TVVP,"Nizamabad, Bodhan, BODHAN",Y Suresh(9642915242),S3 - Ophthalmology Surgery
Area Hospital - Bodhan,Government-TVVP,"Nizamabad, Bodhan, BODHAN",Macharla Shankar (9705102396),S4 - Gynaecology And Obstetrics Surgery
Area Hospital - Bodhan,Government-TVVP,"Nizamabad, Bodhan, BODHAN",Macharla Shankar (9705102396),S5 - Orthopedic Surgery And Procedures
Area Hospital - Bodhan,Government-TVVP,"Nizamabad, Bodhan, BODHAN",Macharla Shankar (9705102396),M1 - Critical Care
Area Hospital - Bodhan,Government-TVVP,"Nizamabad, Bodhan, BODHAN",Macharla Shankar (9705102396),M2 - General Medicine
Area Hospital - Bodhan,Government-TVVP,"Nizamabad, Bodhan, BODHAN",Macharla Shankar (9705102396),M3 - Infectious Diseases
Area Hospital - Bodhan,Government-TVVP,"Nizamabad, Bodhan, BODHAN",Macharla Shankar (9705102396),M4 - Pediatrics
Area Hospital - Bongir,Government-TVVP,"Yadadri, Bhongir, Bhongir",G.Balaiah (7842430532),S1 - General Surgery
Area Hospital - Bongir,Government-TVVP,"Yadadri, Bhongir, Bhongir",Silveru Sabita (9640617605),S3 - Ophthalmology Surgery
Area Hospital - Bongir,Government-TVVP,"Yadadri, Bhongir, Bhongir",Kothapeta Jyothi (9885334181),S4 - Gynaecology And Obstetrics Surgery
