Sr.No,KendraCode,Name,StateName,DistrictName,PinCode,Address
159,PMBJK11639,Dammagari Vinodha,Telangana,Medchal Malkajgiri,500043,"D.No.5-60/6, Shop No.6, Near Bus Stop, Bowrampet Village, Bowrampet(V), Malkajgiri"
160,PMBJK11645,Nylam Vijayalaxmi,Telangana,Sangareddy,502285,"D.No.5-65, Kandi(V), Sangareddy"
161,PMBJK11717,Gopu Ramana Reddy President Of Organisation For P,Telangana,Hyderabad,500008,"Echs Polyclinic Building, Ground Floor, Near Main Gate, Military Hospital Campus, Maruthi Nagar, Lun, Hyderabad"
162,PMBJK11860,Srirangapuram Siva Kumari,Telangana,Hyderabad,500026,"H.No.3-6-217/A/Ground Floor,Opp:Mysamma Temple.West, Hyderabad"
163,PMBJK11876,Asra Anjum,Telangana,Hanumakonda,506003,"Hno 1-6-167, Bapuji Nagar Kazipet Mandal, Hanumakonda"
164,PMBJK12026,Sneha Kumari Singh,Telangana,Medchal Malkajgiri,500054,"4-3-1, Ground Floor, Bhagyalaxmi Nagar, Medchal Malkajgiri"
165,PMBJK12058,Nomula Saya Reddy,Telangana,Nizamabad,503219,"Door No. 5-112/15, Shop No.1, Beside Nagulamma Temple, Mendora(V), Mendora(M), Nizamabad"
166,PMBJK12306,Lorven Pharma And Surigicals (Madupaduga Jyothi),Telangana,Hyderabad,500003,"In The Premises Of Secunderabad Railway Station, Platform No.10, Chikalguda(V), Secunderabad(M), Hyderabad"
167,PMBJK12377,Ganganaboina Manjula,Telangana,Medchal Malkajgiri,500098,"H.No.11-41, Plot No.41, Shop No.1 And 2, Road No.2, Lane No.2, Om Vihar Colony, Near Apex Hospital, Malkajgiri"
168,PMBJK12421,Pamu Ramesh,Telangana,Hanumakonda,506142,"H.No.9-42/1,Near Ambedkar Statue, Hanumakonda"
169,PMBJK12599,Marupudi Lasya,Telangana,Medchal Malkajgiri,500090,"D.No.5-19/1097, Ground Floor, Shop No.3, Near Dr Rajasekahar Reddy Statue, Pragathi Nagar, Malkajgiri"
170,PMBJK12976,Deshmukh Umakanth,Telangana,Nizamabad,503185,"Door No. 1-4-767, Shop No.1,Single Room Portion,"
,,,,,,"Pacs Ltd Building, Beside Police Station, Nizamabad"
171,PMBJK12999,Kada Anil,Telangana,Mancherial,504205,"D.No. 1-467, Shop No.05, Main Road, Opp. Union Bank, Ponaka, Mancherial"
172,PMBJK13061,Akula Suvarna,Telangana,Ranga Reddy,500086,"H No.2-2/8, Plot No-08, Ground Floor, Shop No-02, Balaji Nagar, Grampanchayath Road, Near Amazing, Rangareddy"
173,PMBJK13212,Radha,Telangana,Mahabubnagar,509001,"D.No.14-5-18/1, Christianpally, Mahbubnagar (M+Og) (V),Mahabuanagar, Mahabubnagar"
174,PMBJK13439,Lokesh Kumar,Telangana,Yadadri Bhuvanagiri,508126,"5-124/1, Shop No.2, Bypass Road, Bibinagar (V), Bibinagar(M), Yadadri Bhuvanagiri"
175,PMBJK13681,Poojari Sravanthi,Telangana,Medchal Malkajgiri,500039,"H.No 8-43/23/C, Near Plot No.29 And 84, Opp Pudami High School, Srinivasa Colony, Boduppal, Malkajgiri"
176,PMBJK13999,Dr Koppula Rajasekhar,Telangana,Vikarabad,501101,"H. No. 3-2-78/1, 2Nd Floor, Inside Premises Of Maa Sharada Hospital, Yennapally, Mahaveer Hospita, Vikarabad"
177,PMBJK14186,Vemula Shravani,Telangana,Jagitial,505327,"D.No. 7-3-162/3, Ground Floor, Shutter No.2 Left To Rigth, Dharmapuri Road, Jagithyal"
178,PMBJK14219,Ritesh Patil,Telangana,Nizamabad,503224,"Door Nno. 1-1-29/13, Shop No. G-118, Single Room, Ground Floor, R.K Complex, Near New Bus-Stand, Nizamabad"
179,PMBJK14225,Manthurthi Saritha,Telangana,Kumuram Bheem Asifabad,504296,"D.No. 1-13-203/4, Ground Floor, Shop No.02, Main Road, Kapuwada Kagaznagar, Kumuram Bheem Asifabad"
180,PMBJK14621,Akula Jyothi,Telangana,Adilabad,504001,"D.No. 1-1-29/2, Ground Floor, Vinayak Chowk, Adilabad"
181,PMBJK14770,Veeramalla Srilatha,Telangana,Adilabad,504001,"D.No.17-498, Ground Floor, Krk Colony, Adilabab (V), Adilabad (Urban) (M), Adilabad"
182,PMBJK14831,Gaddam Mounika,Telangana,Vikarabad,501101,"H.No.4-2-944, Ground Floor, Opp-Janatha Super Market, Ramaiahguda Road, Vikarabad Village, Vikaraba, Vikarabad"
183,PMBJK14900,Sandhya Ramesh Gajengi,Telangana,Jagitial,505327,"D.No. 2-5-10, Ground Floor, Beside Hdfc Bank , Near Bus Stand, Jagitial (V), Jagtial (M), Jagitial"
184,PMBJK14910,Bonagiri Vamshikrishna,Telangana,Adilabad,504308,"D.No. 3-122, Ground Floor, Shetter No.1, Gudihathinur (V), Gudihatnoor (M), Adilabad"
185,PMBJK14984,Kallem Thirupathi Reddy,Telangana,Karimnagar,505415,"D.No. 1-299, Ground Floor Shutter,Main Road, Karimnagar"
186,PMBJK15301,Sarala,Telangana,Mahabubnagar,509301,"D.No. 13-137/4, Shutter No.4, Ground Floor, Srinivasa Nagar Colony, Opp. Mpdo Office, Badepally R, Mahabubnagar"
187,PMBJK15319,Sri Lakshmi Medical Hall (Mr. Gopu Ramana Reddy) As,Telangana,Hyderabad,500024,"Ground Floor, Kachiguda Railway Station, Beside Sbi Atm, Near Auto Parking Area, Kachiguda, Hyderabad"
188,PMBJK15443,Khemanand Pharma Prop. (Mr. Raj Sadashiv Lokhande),Telangana,Medchal Malkajgiri,500010,"Inside Main Gate Sardar Vallabhai Patel Cantonment General Hospital, General Store-1, Macha Bollaram, Medchal Malkajgiri"
189,PMBJK15535,A Myna,Telangana,Wanaparthy,509103,"Govt General Hospital Ggh, Wanaparthy"
190,PMBJK15537,Pilla Rammohan Rao,Telangana,Bhadradri Kothagudem,507137,"2-55, Gandhi Rao, Dummugudem, Bhadradri Kothagudem"
191,PMBJK15684,Katika Sangeetha,Telangana,Ranga Reddy,500030,"D.No. 5-4-29/2/1, Ground Floor, Kalpana Nilayam, Bhavani Colony, Premavathipet, Rajendranagar Manda, Ranga Reddy"
192,PMBJK15715,Domala Ravali,Telangana,Jagitial,505327,"D.No.1-2-208/B, Ground Floor, Shutter No.1 Rigth To Left,Opp Tapavan High School, By Pass Road, Kr,"
,,,,,,Jagitial
193,PMBJK15758,Suvarna Patil,Telangana,Nizamabad,503001,"Door No. 9-11-151/1A, Shop No.1, Single Room, Two Shutters, Ground Floor, Opp. Limbra Function Hal, Nizamabad"
194,PMBJK15860,Kentina Sreedhar,Telangana,Medchal Malkajgiri,502103,"H.No 23-1684/1/A1, Ground Floor, Jawaharnagar, Kapra, Medchal Malkajgiri, Jawaharnagar, Medchal Malkajgiri"
195,PMBJK16166,Bolloju Sridevi,Telangana,Medchal Malkajgiri,500098,"H.No. 10-27/A, Shop -1, Beside Pochamma Temple, Opp-Global Indian Inter National School, Peerzadigud, Medchal Malkajgiri"
196,PMBJK16204,Junjuru Soumya,Telangana,Karimnagar,505445,"D.No.5-9, Ground Floor, Shutter No 2, Opp Sbi Main Road, Gangadhara Village, Gangadhara Mandal, Karimnagar"
197,PMBJK16262,Ravikumar Phyavula,Telangana,Yadadri Bhuvanagiri,508126,"Inside All India Institute Of Medical Sciences Room No.1, Part Of Ground Floor, Night Shelter Block,, Yadadri Bhuvanagiri"
198,PMBJK16389,B.V Ram Kumar,Telangana,Hyderabad,500009,"In The Premises Of National Institute For The Empowerment Of Person With Intellectual Disabilities,, Hyderabad"
199,PMBJK16577,Mahankali Bhavana,Telangana,Siddipet,502278,"D.No.11-89/1, Opp. Santhoshi Matha Temple, Sangapur Road, Siddipet"
200,PMBJK00455,S.S Rajoria,Delhi,Central,110001,"Garage No. 29, Shastri Bhawan, Central Delhi"
201,PMBJK00456,Indian Medical Association(Hqs),Delhi,Central,110002,"Jan Aushadhi Indian Medical Association(Ima) House Indraprastha Marg, Central Delhi"
202,PMBJK00457,Surender Kumar,Delhi,New Delhi,110001,"Shop No. 1, Subway Rml Hospital, Gate No. 4, Baba Khadak Singh Marg, New Delhi"
203,PMBJK00461,Mrs. Sangita Raj,Delhi,East,110091,"100/1 Patparganj Main Market Mayur Vihar, East Delhi"
204,PMBJK00462,Ms. Kiran Maurya,Delhi,East,110094,"D480 Ground Floor Circular Road 3Rd Pusta Sonia Vihar Tal Karawal Nagar(70), East Delhi"
205,PMBJK00463,Pradhan Mantri Jan Aushadhi Kendra,Delhi,North,110051,"Shop No4 Plot Noe-4/30(Block No E4 Plot No30) Gf Krishna Nagar Village Ghondli Shahdara, North Delhi"
206,PMBJK00464,"Mohd Yusuf, Haider Yusuf",Delhi,North East,110094,"Shop No1, Property No 347, Gali No6, Moonga Nagar, Karawal Nagar, North East Delhi"
207,PMBJK00466,Shusrut Pmb Jan Aushadhi Kendra,Delhi,North East,110095,"G143/S-3 Kh No 1076/5/2 Dilshad Ext1 Dilshad Colony Tel Seemapuri, North East Delhi"
208,PMBJK00468,Dr.Alok Mohan,Delhi,North West,110086,"Jan Aushadhi Medical Store Plot No 8A Khno 148 Prem Nagar Iii Kirari Suleman Nagar, North West Delhi"
209,PMBJK00469,Nirman Pharmecy,Delhi,North West,110081,"Shop No4 Begumpur Opp Agrasen Medical College & Hospital Main Kanjhawala Road, North West Delhi"
210,PMBJK00470,Vardhman Biotech,Delhi,North West,110086,"A-8A, Kh No75/1, Ground Floor Krishna Vihar Rithala(6), North West Delhi"
211,PMBJK00472,Pradhan Mantri Bhartiya Janaushadhi Kendra,Delhi,North West,110085,"Shop No-3, Ground Floor, Property No-63-64, Block And Pocket, Sector-6, Rohini, North West Delhi"
212,PMBJK00473,Sanjay Raghav,Delhi,Shahdara,110095,"Guru Teg Bahadur Hospital, Shahdara"
213,PMBJK00474,Haider Yusuf,Delhi,Shahdara,110051,"103,(Old No. 122/A),Kh.No.157, Khewat No.11, Gali No-4, Shankar Nagar, Vill. Ghondli, Krishna Nagar, Shahdara"
214,PMBJK00477,Bharat Madical Store,Delhi,South East,110025,"D-50, Ground Floor, Kh No-219, Abul Fazal Enclave Part-1, Jamia Nagar, Okhla, South East Delhi"
215,PMBJK00479,Kendriya Bhandar,Delhi,South,110044,"Kendriya Bhandar , National Thermal Power Corporation (N.T.P.C.) Ntpc Complex, Badarpur, South Delhi"
216,PMBJK00480,Mahendra Prasad,Delhi,South West,110075,"Wz-838,Kh. No.58/8/3, Palam Abadi Pappan Kalan, Sec-7, Dwarka, South West Delhi"
217,PMBJK00483,Sumit Khurana,Delhi,West,110064,"Jan Aushadhi - Kendriya Bhandar Near Gate No.5, Deen Dayal Upadhayaya Hospital, Hari Nagar, West Delhi"
218,PMBJK00484,Shailender Arora,Delhi,West,110027,"1/11, Ground Floor, Subhash Nagar, West Delhi"
219,PMBJK00485,Mr Subodh Kumar,Delhi,West,110059,"A-78, Dwarka Mor Metro Station, Sewak Park, Uttam Nagar, West Delhi"
220,PMBJK00486,Pradeep Kumar Aggarwal,Delhi,West,110018,"B-76, Ganesh Nagar, Tilak Nagar, West Delhi"
221,PMBJK00488,Esskay Bee Pharma,Delhi,West,110087,"A-1/1, Mianwali Nagar, Opp. Metro Pillor No.293, Paschim Vihar, West Delhi"
222,PMBJK00489,Sudesh Venaik,Delhi,West,110027,"Shop No-1, Property No-J-7/80G, Nehru Market, Rajouri Garden, West Delhi"
223,PMBJK00490,Ramdass Rohilla,Delhi,West,110059,"Shop No-1, G.F, Rz-85, Kh No-9/15, Indira Park, Uttam Nagar, West Delhi"
224,PMBJK02884,Naresh Kumar Bedi,Delhi,North,110095,"Property No-15, Ground Floor, Kh No-1, Village Tahirpur, Shahdara, North Delhi"
225,PMBJK02907,Shiv Kumar Goel,Delhi,West,110041,"Plot No-33, Kh No-72/11/2, Near Om Dharma Kanta, Mundka, West Delhi"
226,PMBJK02926,Gulvir Singh Poniya,Delhi,South West,110077,"Sh No-2C-713A, Opp Shiksha Bharti School, Main Gate, Palam Ext., Sec-7, Dwarka, South West Delhi"
227,PMBJK03028,Surya Prakash Gupta,Delhi,West,110039,"House No-60, Khasra No-297(0-10), Village Bawana, West Delhi"
228,PMBJK03095,Vivek Tyagi,Delhi,North,110094,"Shop No-1, Plot No-A-70, Ground Floor, Kh No-34/13, A Block, Shanti Nagar, Karawal Nagar, North Delhi"
229,PMBJK03102,Naveen Kumar,Delhi,North,110084,"Shop No-6, Kh No-104/14, Khushal Complex, B Block, Sant Nagar, Burari, North Delhi"
230,PMBJK03174,Abdul Gani,Delhi,North,110031,"No. 58, Gali No. 4, New Lahore Shastri Nagar, North Delhi"
231,PMBJK03223,Sohanvir,Delhi,North East,110093,"Property No-29/128(Old No-500/19-A/2/B/A), Ground Floor,
K.H No-2166/821/2, Gali No-10,Vishwas Nagar, North East Delhi"
232,PMBJK03253,Sushil Kumar,Delhi,East,110032,"Property No29128(Old No50019A2Ba) Ground Floor Kh No21668212 Gali No10, East Delhi"
233,PMBJK03566,Arup Samadder,Delhi,North,110042,"One Shop On Ground Floor, Khasra No. 126, Extn. Part - 2, Gali No. 12, Village Mukundpur, North Delhi"
234,PMBJK03567,Ajay Kumar,Delhi,North West,110085,"Shop No-13,Dda Market No.-1,Avinitika Sector-1,Rohini (13), North West Delhi"
235,PMBJK03836,Harpreet Singh,Delhi,South,110044,"M-1, Ground Floor Shop, Kh. No. 24, M-Block, Saurabh Vihar, Hari Nagar Extn, Badarpur, South Delhi"
236,PMBJK03909,Pankul Jain,Delhi,New Delhi,110080,"Plot No. H-160/A, Gali No. 16, Gf, Kh No. 1493, Main Ratiya Marg, Sangam Vihar, New Delhi"
237,PMBJK04033,Ashu Jain,Delhi,Shahdara,110032,"Shop No, 4, Ground Floor, Iv/28/18, Mi Road, Bhola Nath Nagar, Vill. Chandrawali Alias, Shahdara"
238,PMBJK04036,Pawan Kumar Verma,Delhi,Shahdara,110032,"29/95, Gali No. 10, Vishwas Nagar, Shahdara"
239,PMBJK04037,Prateek Jain,Delhi,West,110018,"Wz-152, Shop No 1, Guru Nanak Nagar, Outer Ring Road, Tilak Nagar, West Delhi"
240,PMBJK04062,Dr.B.M.Dhawan,Delhi,South West,110066,"A 101, Ansal Chambers One, Bhikaji Cama Place, R.K.Puram, South West Delhi"
241,PMBJK04085,Pramod Kumar,Delhi,North West,110034,"Shop No. G-2, Ground Floor, Vardhman Taru Plaza, Plot No. 4, Cu Block, Lsc, Pitampura, North West Delhi"
242,PMBJK04140,Rohit Gupta,Delhi,South,110062,"A87-88, G/F, Jj Colony, Tigri, South Delhi"
243,PMBJK04173,Renuka Swami,Delhi,South West,110043,"Shop No-2,G/F, Property No. D-184,Kh No.968, Gali No. 7, Road, No. 6, Shyam Vihar Phase 1, Najafgarh, South West Delhi"
244,PMBJK04182,Ashima Katyal,Delhi,West,110015,"Pvt. Shop No. 2, Prop. No. B-1/1, Gf,, Ramesh Nagar, West Delhi"
245,PMBJK04207,Rajiv Kumar,Delhi,North,110034,"Shop In Plot No. 158, Ground Floor, L-Block, Jj Colony, Shakar Pur, North Delhi"
246,PMBJK04271,Ms. Yashmita Arora,Delhi,East,110092,"Wa-120, One Shop On Ground Floor, Khasra No.183 Min, Road No. 35-A, Shakarpur, Village Shakarpur Kha, East Delhi"
247,PMBJK04339,Suman Manchanda,Delhi,North West,110085,"Dda Market, Pocket -6, Sector -2, North West Delhi"
248,PMBJK04421,Veena Preenja,Delhi,West,110008,"Pvt Shop No.1, K-111, G.F, West Patel Nagar, West Delhi"
249,PMBJK04509,Arjun Chopra,Delhi,North,110007,"Shop No. P-9, G.F., Malka Ganj, Delhi, Tal - Sadar Bazar, North Delhi"
250,PMBJK04557,Ashima Katyal,Delhi,North West,110088,"Property No. Aa-293, G.F., Shalimar Bagh,, North West Delhi"
251,PMBJK04558,Gurmeet Walia,Delhi,South West,110078,"G-35, G.F. Plot No.2, Vardhman Centre Market, Csc, Sec - 3, Dwarka,, South West Delhi"
252,PMBJK04668,Vishal Bansal,Delhi,North East,110094,"Shop No. 1, B-2/70, Khasar No. 20 Main Road Brijpuri, North East Delhi"
253,PMBJK04777,Nitin Kashyap,Delhi,South West,110010,"Base Hospital Delhi Cantt, New Delhi (38), South West Delhi"
254,PMBJK04796,Simarjeet Kaur,Delhi,North,110015,"Shop No. 1, Sh-35/509, Ground Floor, New Moti Nagar, North Delhi"
255,PMBJK04945,Ashima Katyal,Delhi,West,110018,"Shop At Prop. No. B-23 G.F., New Krishna Park, Vikaspuri, West Delhi"
256,PMBJK05097,Sandeep Kumar,Delhi,North East,110084,"Shop No. 2, H.No. 340, Kh. No. 299/299/1, North East Delhi"
257,PMBJK05130,Sandeep Sharma,Delhi,South West,110075,"Shop No. 104, Ff Pankaj Pplaza, Plot No. 1, Mlu Sec -6, Dwarka, South West Delhi"
258,PMBJK05132,Anita Yadav,Delhi,South,110044,"C - 171, Ground Floor, Street 5, Kh . No. 609, Hari Nagar Part
- 2, Badarpur, South Delhi"
259,PMBJK05195,Manoj Sharma,Delhi,West,110059,"Shop No. 1, G.F, Plot No. 14 (Eastern Side), Kh. Nbo. 485,486. Block -C, Rama Park Extn. Uttam Nagar, West Delhi"
260,PMBJK05229,Sandeep Sharma,Delhi,North West,110088,"Shop No. 1, Ground Floor, Al-108, Shalimar Bagh, North West Delhi"
261,PMBJK05230,Kulbhushan Aggarwal,Delhi,North East,110064,"Shop No. 2, Ground Floor, Wz-409-B, Janak Park Hari Nagar, North East Delhi"
262,PMBJK05237,Mr. Varun Kumar,Delhi,West,110059,"Shop No. 4, B-81 And B-82, Nanhey Park Vill. Matiala, Uttam Nagar, West Delhi"
263,PMBJK05275,Naveen Kumar,Delhi,North,110084,"Shop No. 1, Kh. No. 37/16/25/1, G.F Gali No. 11, B-Block, Ibrahim Pur Road, Kaushik Enclave, Burari, North Delhi"
264,PMBJK05320,Ashima Katyal,Delhi,South,110017,"Shop No. 8, G.F. Property No. D-76, Malviya Nagar, South Delhi"
265,PMBJK05344,Sunil Sahni,Delhi,South West,110077,"Shop No. 1, G.F. Prop. No. 1/1, Kh No. 68/11/1, Main Road, Pole No.270, Raj Nagar Part - 1, Palam, South West Delhi"
266,PMBJK05348,Sanjeev Kumar Soodan,Delhi,South West,110045,"Shop At Rzd-1/366B, G.F. Part Of Kh. No. 103/3, Gali No. 5, D-11, Block, Mahavir Enclave, Palam - 11, South West Delhi"
267,PMBJK05400,Sanjay Kapoor,Delhi,North West,110085,"Shop No.3, Csc Dad Market, Sec -11, Rohini, North West Delhi"
268,PMBJK05410,Sanjiv Arora,Delhi,West,110018,"Shop No. 1, G.F., Property No. K-106, (L-Type), Outer Ring Road, Krishma Park Extn. Tilak Nagar, West Delhi"
269,PMBJK05418,Girish Babu,Delhi,North East,110095,"Swami Dayanand Hospital, Dilshad Garden, North East Delhi"
270,PMBJK05419,Pramod Kumar,Delhi,North West,110034,"Shop No. G-27, Ground Floor, Vardhman Premium Mall, Lsc, Outer Ring Road, Deepali, Pitampura, North West Delhi"
271,PMBJK05433,Ashok Kumar Jain,Delhi,North West,110085,"Shop No. 1, Gf, Plot No. 82, Pocket D-16, Sec-3, Rohini, North West Delhi"
272,PMBJK05452,Suchi Gupta(Medook International Pvt Ltd),Delhi,East,110034,"Space No. 2, A-34, G.F. Main Road, Rishi Nagar, Rani Bagh, Shakur Basti, East Delhi"
273,PMBJK05462,Veena Medicos (Veena Parinja),Delhi,North,110007,"Shop No. B-2, Lsc Vivekanand Puri, Sarai Rohilla, Sadar Bazaar, North Delhi"
274,PMBJK05482,Megha Khurana,Delhi,West,110018,"Shop No. 18, Ground Floor, Municipal Market, Ashok Nagar, West Delhi"
275,PMBJK05487,Ravinder Drall,Delhi,West,110049,"Plot No. 2, G.F. Kh No. 17/7, Vill. Matiala, Main Matiala Road, Near Jain Park, West Delhi"
276,PMBJK05490,Manoj Sharma,Delhi,North East,110094,"One Shop At Plot No. 8 & 9, G/F, Kh No. 17/4/2, Main Road, Johripur Extn Near Akash Agency, North East Delhi"
277,PMBJK05516,Rekha Rani,Delhi,South West,110045,"Shop No.1, Prop. No. Rz-26 P/52, G.F. Kh. No. 628, Indra Park, Palam Colony, South West Delhi"
278,PMBJK05535,Ram Iqbal Singh,Delhi,New Delhi,110005,"Dr. Rml Hospital In Front Of Mortuary Near Gate, New Delhi"
279,PMBJK05536,Ram Iqbal Singh,Delhi,South,110029,"Safdarjung Hospital, Room No. 119, South Delhi"
280,PMBJK05537,Ram Iqbal Singh,Delhi,New Delhi,110001,"Lady Harding Medical College & Dr. S.K. Hospital, New Delhi"
281,PMBJK05547,Anuradha Kumari,Delhi,North West,110085,"Shop No. 16G/F, Csc No. 1, Block -A, Sector-17, Rohini, North West Delhi"
282,PMBJK05556,Ravinder Pal Singh-Nidhi Medicos,Delhi,West,110041,"Shop No. 2, G.F, C-21, Kh. No. 16/25, Ranjeet Vihar Nilothi Extention, Nangloi, West Delhi"
283,PMBJK05587,"Vivek Anand, Suraj Medicos""",Delhi,North West,110034,"Ground Floor Wz -789, Plot No.2, Kh No. 370&371, Rishi Nagar, Shakur Basti, North West Delhi"
284,PMBJK05632,Ashok Kumar Minocha,Delhi,North,110009,"1723, Outram Lines, Gtb Nagar, Timarpur, North Delhi"
285,PMBJK05685,Asha,Delhi,North,110084,"Shop No. 1, Pvt H.No. 24/729, Kh. No. 16/8,16/3/2,7/2,12/2,
B-Block, Shiv Kunj Sant Nagar, Burari, North Delhi"
286,PMBJK05743,Ranjeeta Goswami,Delhi,West,110060,"Shop No. 1/98 Ganga Ram Road Old Rajinder Nagar, West Delhi"
287,PMBJK05766,Pawan Kumar,Delhi,North West,110089,"A-3/125,Gf, Sector -16, Rohini, Rithala, North West Delhi"
288,PMBJK05775,Ashima Katyal,Delhi,North West,110052,"Shop No. Gf-04, Plot No. 3, 4&5, Lsc, J-Block, Ashok Vihar, Phase-1, Wazirpur, North West Delhi"
289,PMBJK05778,Smriti Gidwani,Delhi,West,110027,"Shop No. 1, Plot No. 113, Ground Floor, Block-B, Tagore Garden Extn, Raghubir Nagar, West Delhi"
290,PMBJK05779,Archana Kumari,Delhi,North East,110094,"Shop No. 1,G/F, Prop No. E1/363A, Kh No. 109,110,&111,
Block-E, Ivth Pushta, Soniya Vihar, North East Delhi"
291,PMBJK05780,Sanjay Singh,Delhi,Shahdara,110032,"Pvt. Shop No. 1, Gf Prop. No.1/11232, Old No. L-4, Gali No. 14, Subash Park, Shahdara"
292,PMBJK05809,Brijesh Sahni,Delhi,West,110064,"37B, Shop No.2, Janak Park, Hari Nagar, West Delhi"
293,PMBJK05810,Suman,Delhi,West,110008,"Shop No. 33, Ground Floor, J.J. Colony, Pandav Nagar, Near Shadipur, West Delhi"
294,PMBJK05818,Sanjay Kapoor,Delhi,West,110018,"Shop No. 2, Gf, Lsc Dda Market, E-Block, Vikaspuri, West Delhi"
295,PMBJK05821,Neeraj Batra,Delhi,North West,110085,"Shop No. 54&55, G/F, Local Shoping Centre, Dda Market, Block-D, Prashant Vihar, North West Delhi"
296,PMBJK05823,Vikas Kumar Bhati,Delhi,North East,110094,"One Shop At G.F At Prop. Situated At G-4/7, G.F. Kh No. 3, Soniya Vihar, North East Delhi"
297,PMBJK05840,Ajay Pratap Singh,Delhi,North West,110085,"Shop At Prop. No. 213, Ground Floor, Pocket-19, Sector -24, Rohini, North West Delhi"
298,PMBJK05852,Ashish Pahwa,Delhi,West,110059,"Shop At Plot No.6, G/F, Block-Z, Kh No. 44/8/1,8/2, Deepak Vihar, Vikas Nagar, Uttarm Nagar, West Delhi"
299,PMBJK05860,Priyanka Aggarwal,Delhi,North,110035,"1322A, Gali No. 90, Shanti Nagar, Tri Nagar, North Delhi"
300,PMBJK05886,Sharwan Kumar Rai,Delhi,South,110086,"Shop At Property No. H-3/160, Gorund Floor, Block-H-3, Sultanpuri, South Delhi"
301,PMBJK05894,Rakesh Kumar Goyal,Delhi,East,110051,"Shop No. 2, Ground Floor Of Plot No. K-14-B, Vill. Ghondli, Krishna Nagar, East Delhi"
302,PMBJK05950,Vishnu Dev Yadav,Delhi,West,110012,"Shop No. 1, Ground Floor, Er-24, Inder Puri, West Delhi"
303,PMBJK05970,Prerna Tomar,Delhi,North East,110032,"One Shop On Gf Prop. No. 93, Kh No. 450/434/311, Vill. Babarpur, North East Delhi"
304,PMBJK05975,Pramod,Delhi,South West,110045,"Shop At Property No. Rz-202-D, G.F. Gali No. 13, Kh. No. 94/17/1, Part Of Kh. No. 94/17, Sadh Nagar,, South West Delhi"
305,PMBJK05976,Pooja Bansal,Delhi,East,110032,"One Shop On G.F. Prop. No. 1/3200, Kh. No. 2931/2675/109,"
306,,,,,,"Nai Basti, Ram Nagar, Mandoli Road, Shahda, East Delhi"
307,PMBJK06001,Karan Deep Singh,Delhi,North East,110053,"Flat No. 21, G.F., Double Story, Welcome Seelam Pur, North East Delhi"
308,PMBJK06043,Ashwani Nagpal,Delhi,West,110008,"Shop No. 1, Gf, 2643/1, Shadipur Main Bazar, West Delhi"
309,PMBJK06048,Sanjay Kapoor,Delhi,West,110046,"Rz-105/46/3A, Gf, Mohan Nagar, Pankha Road, Kh No. 344, Nangal Raya, West Delhi"
310,PMBJK06058,Mr. Boby Kumar,Delhi,South,110019,"Shop No.4, Rz-1414 & 1414A, Khasra No. 423, Gali No. 28, Tughlakabad, Extn., South Delhi"
311,PMBJK06091,Dimple Kapoor & Sanjay Kapoor,Delhi,North West,110088,"Gf-3, Fround Floor, Plot No.5, Mohan Sadan, Lsc, Bh-Block, Shalimar Bagh, North West Delhi"
312,PMBJK06114,Ashima Katyal,Delhi,West,110063,"Shop No. 26,Gf/F, Lsc Block B-2, Paschim Vihar, West Delhi"
313,PMBJK06122,Jitin Preenja,Delhi,West,110015,"Shop No. 2, G.F. D-34/B, Moti Nagar, West Delhi"
314,PMBJK06135,Ashima Katyal,Delhi,South,110024,"Shop At Property No.E-52, Gorund Floor, Lajpat Nagar -Ii, South Delhi"
315,PMBJK06163,Neeraj Batra,Delhi,North West,110033,"Shop No. 2, G/F Property No. B-108, Kh No. 23/2, Gali No.1, Majlis Park, North West Delhi"
316,PMBJK06227,Sanjay,Delhi,North,110018,"Shop No. 20, Gf, Lsc, H-Block, Vikaspuri, North Delhi"
317,PMBJK06243,Brij Mohan Aggarwal,Delhi,East,110092,"One Shop On Ground Floor, Property No. B-94/15, Kh.No.1090, Joshi Colony, Village-Mandawali Fazalpu, East Delhi"
318,PMBJK06266,Sanjay Kapoor,Delhi,West,110075,"Shop No. 1, Gf, Plot No. 16, Khasra No. 33/8, Vill. Amberhai, Matiala, West Delhi"
319,PMBJK06280,Harmeet Singh,Delhi,West,110018,"Shop No. 1, G.F. Property No. 79, Municipal No. Wz-111-A, Old Sahib Pura, M.B.S Nagar, Tilak Nagar, West Delhi"
